Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006978~DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	2	2.247191011235955	0.07625285540356926	TP53, BRCA2	84	16	16792	24.988095238095237	1.0	0.7601410317942857	70.6670360262743
SMART	SM00508:PostSET	2	2.247191011235955	0.07728917225877747	KMT2D, SETD2	63	13	10057	24.559218559218557	0.9983958338173176	0.7239105120042624	57.47866860642476
GOTERM_CC_DIRECT	GO:0032839~dendrite cytoplasm	2	2.247191011235955	0.07983126487422569	GRIK2, MAP2K4	85	18	18224	23.82222222222222	0.9999867532647412	0.4463071859170049	62.29553087899803
GOTERM_BP_DIRECT	GO:0048568~embryonic organ development	2	2.247191011235955	0.08082313515097413	PTCH1, MBD2	84	17	16792	23.51820728291316	1.0	0.7735830838301945	72.83255547767034
SMART	SM00323:RasGAP	2	2.247191011235955	0.08298491810881002	NF1, RASA1	63	14	10057	22.804988662131517	0.9990224966016669	0.6849691782945444	60.18761615861984
UP_KEYWORDS	Host-virus interaction	5	5.617977528089887	0.08304646988350677	FBXW7, TP53, HLA-A, NXF1, RB1	89	385	20581	3.0032102728731944	0.9999950912255201	0.3095688193682986	64.09281838383103
GOTERM_BP_DIRECT	GO:0031668~cellular response to extracellular stimulus	2	2.247191011235955	0.08537107432880725	ADNP, ARHGAP35	84	18	16792	22.211640211640212	1.0	0.7857692103900357	74.83831978555631
GOTERM_BP_DIRECT	GO:0048169~regulation of long-term neuronal synaptic plasticity	2	2.247191011235955	0.08537107432880725	GRIK2, NF1	84	18	16792	22.211640211640212	1.0	0.7857692103900357	74.83831978555631
GOTERM_BP_DIRECT	GO:0006469~negative regulation of protein kinase activity	3	3.3707865168539324	0.08614856841751675	CDKN2A, NF1, RB1	84	99	16792	6.057720057720057	1.0	0.7822214544623143	75.16702845749619
GOTERM_BP_DIRECT	GO:0016579~protein deubiquitination	3	3.3707865168539324	0.08614856841751675	USP28, USP35, USP43	84	99	16792	6.057720057720057	1.0	0.7822214544623143	75.16702845749619
UP_SEQ_FEATURE	short sequence motif:LXXLL motif 1	2	2.247191011235955	0.0872623431340502	ASXL2, KMT2D	88	21	20063	21.713203463203463	1.0	0.8208641912334215	72.64271085070986
UP_SEQ_FEATURE	short sequence motif:LXXLL motif 2	2	2.247191011235955	0.0872623431340502	ASXL2, KMT2D	88	21	20063	21.713203463203463	1.0	0.8208641912334215	72.64271085070986
BBID	77.IkBa_Kinase_JNK_MEKK1	2	2.247191011235955	0.08744513836792753	MAP3K1, MAP2K4	6	7	388	18.476190476190478	0.7465544051457382	0.4965661961545871	47.07061600531335
INTERPRO	IPR000504:RNA recognition motif domain	4	4.49438202247191	0.08763640331758374	SCAF4, ESRP1, RBM6, DAZAP1	87	226	18559	3.775607771335571	0.9999999994762404	0.6051028485665934	69.21919082909452
INTERPRO	IPR001650:Helicase, C-terminal	3	3.3707865168539324	0.08954143476440304	ATRX, YTHDC2, POLQ	87	108	18559	5.925606641123882	0.9999999996781723	0.5977608806889143	70.03473931742579
GOTERM_BP_DIRECT	GO:0030325~adrenal gland development	2	2.247191011235955	0.08989678083436278	NF1, WT1	84	19	16792	21.042606516290725	1.0	0.790402506248091	76.69610593741801
GOTERM_BP_DIRECT	GO:0045879~negative regulation of smoothened signaling pathway	2	2.247191011235955	0.08989678083436278	PTCH1, RB1	84	19	16792	21.042606516290725	1.0	0.790402506248091	76.69610593741801
GOTERM_BP_DIRECT	GO:0046827~positive regulation of protein export from nucleus	2	2.247191011235955	0.08989678083436278	TP53, TCF7L2	84	19	16792	21.042606516290725	1.0	0.790402506248091	76.69610593741801
BIOCARTA	h_tertPathway:Overview of telomerase protein component gene hTert Transcriptional Regulation 	2	2.247191011235955	0.08998489994337987	TP53, WT1	20	8	1625	20.3125	0.9991515135650455	0.5442377792390378	62.828224115056045
UP_SEQ_FEATURE	domain:WW	2	2.247191011235955	0.09122443155667381	WAC, SETD2	88	22	20063	20.72623966942149	1.0	0.82262349055405	74.2811068645257
GOTERM_MF_DIRECT	GO:0002020~protease binding	3	3.3707865168539324	0.09197250774625759	ADAMTSL4, TP53, BRCA2	86	101	16881	5.830416762606493	0.9999999990198681	0.7048277263892071	70.5829312978344
GOTERM_BP_DIRECT	GO:0007062~sister chromatid cohesion	3	3.3707865168539324	0.09213721365393582	FBXW7, PDS5B, STAG2	84	103	16792	5.822468793342579	1.0	0.7924985274564541	77.56755552084769
INTERPRO	IPR014001:Helicase, superfamily 1/2, ATP-binding domain	3	3.3707865168539324	0.09236543740288246	ATRX, YTHDC2, POLQ	87	110	18559	5.817868338557994	0.9999999998439482	0.5947427838974235	71.20709555359493
GOTERM_BP_DIRECT	GO:0051568~histone H3-K4 methylation	2	2.247191011235955	0.09440036201719404	KMT2D, KDM6A	84	20	16792	19.99047619047619	1.0	0.7945978944073808	78.41682334734068
UP_KEYWORDS	Kinase	7	7.865168539325842	0.0947956807884001	RPS6KA3, CDKN2A, EIF2AK1, MAP3K1, MAP2K4, BMPR2, TTK	89	735	20581	2.2023542001070093	0.9999992033398883	0.3383540193327347	69.16698271503185
UP_SEQ_FEATURE	binding site:ATP	6	6.741573033707865	0.09506376318377696	RPS6KA3, EIF2AK1, MAP3K1, MAP2K4, BMPR2, TTK	88	558	20063	2.4514907135874875	1.0	0.8238753048671602	75.78130809670166
GOTERM_BP_DIRECT	GO:0051301~cell division	5	5.617977528089887	0.09518103828287343	PDS5B, RB1, MIS18BP1, SYCP2, STAG2	84	350	16792	2.8557823129251703	1.0	0.7913268713349162	78.70273500497086
GOTERM_MF_DIRECT	GO:0030332~cyclin binding	2	2.247191011235955	0.09608172800936655	FBXW7, PTCH1	86	20	16881	19.62906976744186	0.9999999996303671	0.7007823185530768	72.2273442147648
